Unique ID,Title,Career Switcher?,Salary,Industry,Language,Position Satisfaction,Work Life Balance Satisfaction,Coworker Satisfaction,Management Satisfaction,Upward Mobility Satisfaction,Learning Satisfaction,Difficulty Level of Breaking into Data,Most Important Aspect in New Job,Gender,Age,Country,Highest Level of Education,Ethnicity
408,Data Scientist,No,0-40,Finance,Python,7,7,8,6,6,4,Both,Good Work/Life Balance,Male,26,India,Masters,Asian or Asian American
409,Other,Yes,0-40,Finance,Python,3,2,4,2,2,3,Difficult,Better Salary,Male,23,India,Masters,Asian or Asian American
410,Data Engineer,Yes,106-125,Tech,Python,4,4,4,4,5,6,Both,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
411,Data Analyst,Yes,41-65,Healthcare,R,4,5,6,6,5,6,Both,Better Salary,Female,33,United States,High School,White or Caucasian
412,Other,No,0-40,Other,SQL,6,3,3,6,6,4,Very Easy,Other,Male,33,India,Bachelors,Asian or Asian American
413,Data Analyst,Yes,86-105,Healthcare,R,7,8,7,8,3,4,Easy,Good Culture,Male,27,United States,Bachelors,White or Caucasian
414,Data Analyst,Yes,106-125,Tech,Python,9,9,9,8,8,9,Difficult,Remote Work,Female,28,United States,Masters,Hispanic or Latino
415,Data Analyst,Yes,66-85,Tech,Python,5,6,7,6,6,7,Very Easy,Better Salary,Male,32,United States,Bachelors,Hispanic or Latino
416,Data Analyst,Yes,0-40,Tech,Python,2,6,3,6,6,7,Both,Better Salary,Male,35,India,Masters,Asian or Asian American
417,Data Analyst,Yes,86-105,Real Estate,Python,8,9,10,10,9,10,Both,Good Culture,Male,34,United States,Masters,Hispanic or Latino
418,Data Analyst,No,41-65,Other,Python,9,8,3,5,2,4,Easy,Better Salary,Male,27,Other,Masters,White or Caucasian
419,Other,Yes,66-85,Education,R,4,5,5,3,3,4,Easy,Good Culture,Female,30,United States,Masters,White or Caucasian
420,Data Analyst,No,66-85,Other,Python,8,9,9,9,9,10,Both,Better Salary,Male,34,United States,Masters,White or Caucasian
421,Other,No,41-65,Other,Python,3,10,6,5,7,8,Both,Remote Work,Female,22,United States,Bachelors,White or Caucasian
422,Data Analyst,Yes,0-40,Finance,Python,2,2,5,5,2,3,Very Difficult,Good Work/Life Balance,Female,33,India,Masters,Asian or Asian American
423,Data Analyst,No,0-40,Finance,Python,8,9,9,9,9,9,Both,Better Salary,Female,26,India,Masters,Asian or Asian American
424,Data Engineer,Yes,0-40,Tech,Python,0,5,8,6,5,7,Both,Better Salary,Male,28,Other,Bachelors,Hispanic or Latino
425,Other,No,0-40,Other,Python,2,2,7,4,8,1,Difficult,Remote Work,Male,42,United Kingdom,Bachelors,Black or African American
426,Data Analyst,No,0-40,Other,R,4,10,2,3,2,3,Both,Better Salary,Male,30,Other,Masters,Other
427,Data Scientist,Yes,106-125,Tech,SQL,10,9,8,8,9,10,Difficult,Better Salary,Male,25,United States,Associates,White or Caucasian
428,Data Analyst,Yes,41-65,Construction,Python,4,6,6,6,5,7,Easy,Better Salary,Male,32,United States,Bachelors,Black or African American
429,Data Analyst,No,0-40,Tech,Python,3,4,5,5,6,6,Both,Better Salary,Male,31,Other,Masters,Asian or Asian American
430,Data Analyst,Yes,150-225,Education,Python,8,7,5,4,7,7,Easy,Remote Work,Male,30,Other,High School,White or Caucasian
431,Unemployed / Student,Yes,0-40,Other,Python,0,6,6,2,0,3,Both,Better Salary,Male,23,Canada,Bachelors,Asian or Asian American
432,Other,No,66-85,Education,R,7,7,6,7,6,6,Easy,Remote Work,Female,31,United Kingdom,Bachelors,White or Caucasian
433,Data Analyst,No,41-65,Other,Python,7,5,9,9,4,9,Both,Good Work/Life Balance,Female,29,Other,Masters,Black or African American
434,Data Analyst,Yes,0-40,Tech,Python,5,4,4,5,7,10,Both,Remote Work,Male,24,Other,Bachelors,Black or African American
435,Other,No,41-65,Other,Python,2,7,6,5,6,4,Both,Better Salary,Male,36,United States,Masters,Asian or Asian American
436,Data Analyst,Yes,41-65,Real Estate,R,4,6,6,6,6,6,Difficult,Remote Work,Female,32,United States,Masters,White or Caucasian
437,Other,Yes,86-105,Healthcare,Python,8,9,7,7,7,9,Difficult,Remote Work,Female,36,United States,Bachelors,White or Caucasian
438,Data Engineer,No,106-125,Healthcare,SQL,8,6,5,2,3,2,Easy,Better Salary,Male,30,United States,Bachelors,White or Caucasian
439,Unemployed / Student,Yes,0-40,Other,R,0,2,2,3,3,4,Both,Good Work/Life Balance,Male,42,Other,Masters,Black or African American
440,Data Analyst,Yes,86-105,Healthcare,Other,6,6,6,5,4,4,Easy,Remote Work,Male,53,Other,PhD,White or Caucasian
441,Data Analyst,No,0-40,Finance,Python,1,7,4,10,10,10,Both,Better Salary,Male,25,Other,High School,Asian or Asian American
442,Data Analyst,No,0-40,Healthcare,Python,1,5,4,6,5,6,Both,Better Salary,Male,23,Other,Bachelors,White or Caucasian
443,Data Analyst,Yes,0-40,Agriculture,Python,2,1,3,3,3,4,Difficult,Better Salary,Male,36,Other,Bachelors,Other
444,Data Analyst,Yes,41-65,Healthcare,SQL,,,,,,6,Easy,Good Work/Life Balance,Male,32,Other,Bachelors,Black or African American
445,Data Analyst,No,86-105,Finance,Python,3,6,4,2,2,3,Difficult,Other,Male,25,United States,Masters,Hispanic or Latino
446,Data Engineer,Yes,41-65,Tech,Python,4,4,3,4,4,5,Both,Remote Work,Female,35,United Kingdom,Masters,Asian or Asian American
447,Data Analyst,Yes,66-85,Other,R,3,4,4,5,4,4,Very Easy,Better Salary,Male,26,United States,Bachelors,White or Caucasian
448,Unemployed / Student,No,0-40,Tech,Python,2,7,9,7,3,3,Difficult,Remote Work,Male,22,United States,Bachelors,White or Caucasian
449,Data Scientist,Yes,86-105,Other,Python,6,8,10,9,6,8,Both,Better Salary,Male,30,Canada,Masters,Asian or Asian American
450,Data Analyst,Yes,66-85,Other,Python,2,8,6,1,8,10,Both,Better Salary,Male,36,United States,Masters,White or Caucasian
451,Data Analyst,Yes,66-85,Healthcare,R,4,4,5,5,4,6,Both,Other,Female,30,United States,Masters,White or Caucasian
452,Data Scientist,Yes,106-125,Finance,Python,9,8,10,10,10,10,Difficult,Remote Work,Male,29,United States,Bachelors,Asian or Asian American
453,Other,Yes,66-85,Other,R,8,10,10,7,8,5,Difficult,Other,Male,30,United States,Masters,White or Caucasian
454,Data Engineer,No,41-65,Finance,Python,0,6,6,6,6,6,Very Easy,Better Salary,Male,24,United States,Bachelors,Black or African American
455,Data Engineer,Yes,225+,Tech,SQL,3,3,4,4,3,5,Both,Better Salary,Male,33,United States,Bachelors,Asian or Asian American
456,Data Analyst,No,106-125,Other,Python,10,10,10,10,10,6,Easy,Better Salary,Female,42,United States,Bachelors,White or Caucasian
457,Data Analyst,Yes,41-65,Healthcare,Python,1,10,10,8,10,3,Both,Better Salary,Female,36,United States,Bachelors,White or Caucasian
458,Data Analyst,Yes,41-65,Other,Python,2,3,7,6,5,6,Both,Better Salary,Male,27,United States,Bachelors,White or Caucasian
459,Data Analyst,No,0-40,Tech,Python,8,7,8,7,7,9,Easy,Other,Female,21,India,Bachelors,Asian or Asian American
460,Data Analyst,Yes,41-65,Healthcare,Python,8,5,8,8,5,10,Difficult,Remote Work,Female,34,Other,Masters,White or Caucasian
461,Unemployed / Student,No,0-40,Education,Python,2,5,5,5,2,4,Difficult,Better Salary,Male,27,Other,Bachelors,White or Caucasian
462,Other,Yes,0-40,Tech,Python,7,8,8,8,8,7,Both,Good Culture,Male,27,Other,Masters,White or Caucasian
463,Unemployed / Student,No,0-40,Education,R,1,1,2,1,0,3,Both,Good Work/Life Balance,Male,30,Other,Associates,Black or African American
464,Data Analyst,Yes,66-85,Other,SQL,2,0,0,0,0,2,Difficult,Better Salary,Female,33,United States,Bachelors,White or Caucasian
465,Data Analyst,Yes,86-105,Finance,Python,3,3,4,4,4,4,Difficult,Good Culture,Male,47,India,Masters,American Indian or Alaska Native
466,Data Analyst,Yes,66-85,Other,SQL,4,5,4,5,4,4,Difficult,Other,Male,27,United States,Masters,Asian or Asian American
467,Data Analyst,No,0-40,Healthcare,Python,6,7,8,7,6,7,Both,Better Salary,Male,26,India,Bachelors,Asian or Asian American
468,Data Analyst,No,0-40,Finance,Python,2,3,2,5,5,6,Both,Remote Work,Female,35,India,Masters,Asian or Asian American
469,Data Analyst,Yes,86-105,Education,Python,0,1,1,0,0,0,Both,Good Culture,Male,31,United States,Masters,Hispanic or Latino
470,Data Analyst,Yes,0-40,Education,Python,2,1,2,3,4,3,Difficult,Remote Work,Male,25,Other,Bachelors,Black or African American
471,Data Engineer,Yes,66-85,Real Estate,Python,3,10,8,8,10,10,Easy,Remote Work,Male,27,United States,Bachelors,White or Caucasian
472,Data Analyst,Yes,41-65,Tech,Python,5,8,3,2,4,8,Both,Good Culture,Male,32,Other,Bachelors,White or Caucasian
473,Unemployed / Student,Yes,0-40,Real Estate,Python,0,3,3,3,3,6,Difficult,Good Work/Life Balance,Male,47,Other,Bachelors,White or Caucasian
474,Other,No,66-85,Finance,Python,0,10,10,5,0,0,Both,Good Work/Life Balance,Female,30,United States,Masters,Asian or Asian American
475,Data Analyst,Yes,106-125,Other,Python,8,6,6,7,9,10,Easy,Better Salary,Female,35,United States,Masters,Black or African American
476,Data Analyst,Yes,41-65,Finance,Python,6,9,5,7,8,9,Difficult,Remote Work,Male,25,United States,High School,Hispanic or Latino
477,Other,No,66-85,Other,Python,3,6,6,6,6,6,Both,Better Salary,Male,27,United States,Bachelors,White or Caucasian
478,Data Analyst,Yes,41-65,Healthcare,R,1,5,3,3,6,5,Difficult,Remote Work,Female,27,United States,Masters,Black or African American
479,Unemployed / Student,No,0-40,Other,Python,1,8,8,1,3,7,Very Easy,Better Salary,Female,23,India,Masters,Asian or Asian American
480,Data Scientist,No,41-65,Other,Python,9,10,10,10,10,10,Both,Good Culture,Male,18,United States,Bachelors,White or Caucasian
481,Data Analyst,Yes,0-40,Healthcare,Python,8,10,9,6,8,9,Easy,Remote Work,Female,28,Other,Masters,Hispanic or Latino
482,Other,Yes,125-150,Healthcare,Python,7,6,8,8,8,7,Easy,Remote Work,Male,28,United States,Bachelors,White or Caucasian
483,Unemployed / Student,No,0-40,Other,Python,0,0,0,0,0,0,Easy,Good Work/Life Balance,Female,26,United States,Bachelors,American Indian or Alaska Native
484,Unemployed / Student,No,0-40,Education,Python,0,0,3,0,0,8,Difficult,Better Salary,Male,27,Other,Bachelors,Black or African American
485,Data Analyst,No,41-65,Tech,Python,9,7,9,10,10,10,Both,Good Work/Life Balance,Female,22,India,Masters,Asian or Asian American
486,Data Analyst,Yes,0-40,Tech,R,0,8,7,6,3,9,Very Difficult,Better Salary,Male,27,United States,High School,White or Caucasian
487,Data Engineer,Yes,0-40,Other,Python,5,7,6,8,7,7,Both,Good Work/Life Balance,Male,28,India,Bachelors,Asian or Asian American
488,Data Analyst,Yes,0-40,Tech,Python,3,2,4,3,3,3,Both,Better Salary,Male,25,Other,High School,Black or African American
489,Data Analyst,No,0-40,Healthcare,Python,2,6,6,7,7,9,Difficult,Better Salary,Male,32,United Kingdom,Bachelors,Hispanic or Latino
490,Unemployed / Student,Yes,0-40,Finance,SQL,7,9,10,10,3,4,Easy,Remote Work,Male,33,Other,Bachelors,White or Caucasian
491,Data Analyst,No,41-65,Other,Python,5,6,5,2,3,3,Easy,Remote Work,Male,23,Canada,Masters,Black or African American
492,Unemployed / Student,Yes,0-40,Finance,R,4,5,4,4,5,6,Both,Remote Work,Female,40,Other,Bachelors,Black or African American
493,Data Analyst,Yes,41-65,Other,Python,7,9,9,9,7,9,Easy,Better Salary,Female,28,United Kingdom,Bachelors,Asian or Asian American
494,Data Analyst,No,0-40,Real Estate,R,3,7,8,6,6,9,Difficult,Remote Work,Male,26,Other,High School,Black or African American
495,Other,Yes,0-40,Tech,Python,3,5,5,4,3,2,Difficult,Better Salary,Female,24,India,Bachelors,Asian or Asian American
496,Other,Yes,86-105,Finance,Python,7,5,5,8,8,8,Both,Remote Work,Female,40,United States,Associates,Biracial
497,Data Analyst,Yes,66-85,Other,Python,8,10,10,10,7,9,Both,Better Salary,Male,26,United States,Bachelors,Black or African American
498,Data Scientist,Yes,41-65,Other,Python,8,8,10,10,10,10,Easy,Good Culture,Female,44,United Kingdom,Bachelors,White or Caucasian
499,Other,Yes,66-85,Other,Python,7,9,8,8,6,6,Both,Better Salary,Male,36,United States,Masters,White or Caucasian
500,Other,Yes,0-40,Other,Python,1,5,10,10,8,10,Both,Better Salary,Male,30,Other,Bachelors,Hispanic or Latino
501,Other,Yes,0-40,Other,Python,3,3,3,2,2,2,Very Easy,Good Work/Life Balance,Male,48,Other,Masters,Asian or Asian American
502,Data Analyst,Yes,41-65,Construction,Other,1,4,1,2,2,3,Easy,Better Salary,Female,30,Canada,Masters,Asian or Asian American
503,Other,No,0-40,Telecommunication,Python,3,8,8,5,3,5,Difficult,Better Salary,Male,28,India,Bachelors,Asian or Asian American
504,Other,No,0-40,Tech,Python,5,8,7,7,3,2,Difficult,Better Salary,Male,25,India,Bachelors,Asian or Asian American
505,Other,No,106-125,Tech,SQL,6,5,4,4,3,4,Easy,Better Salary,Male,24,United States,Masters,American Indian or Alaska Native
506,Data Analyst,Yes,41-65,Other,Python,5,10,7,7,4,8,Easy,Better Salary,Male,31,United States,Bachelors,Black or African American
507,Data Engineer,No,0-40,Real Estate,Python,3,3,8,9,5,3,Easy,Better Salary,Male,23,United Kingdom,Bachelors,Asian or Asian American
508,Data Analyst,No,41-65,Other,Other,1,4,4,1,1,4,Easy,Good Culture,Female,48,United Kingdom,Masters,White or Caucasian
509,Data Analyst,Yes,66-85,Healthcare,Python,6,9,8,8,8,7,Both,Better Salary,Male,28,United States,Bachelors,Black or African American
510,Data Analyst,Yes,41-65,Other,Python,5,7,7,7,7,7,Difficult,Better Salary,Male,32,United Kingdom,Masters,Hispanic or Latino
511,Data Scientist,Yes,41-65,Finance,Python,5,7,7,4,5,7,Both,Better Salary,Male,30,Other,Bachelors,Asian or Asian American
512,Data Analyst,Yes,0-40,Other,Python,5,5,7,7,7,8,Both,Good Work/Life Balance,Male,32,Other,Masters,White or Caucasian
513,Data Analyst,Yes,0-40,Tech,Python,0,3,0,1,0,0,Easy,Good Culture,Female,30,Other,Masters,Asian or Asian American
514,Data Analyst,Yes,0-40,Other,Python,4,2,5,2,4,4,Both,Good Work/Life Balance,Female,35,Other,Masters,White or Caucasian
515,Unemployed / Student,Yes,0-40,Tech,R,,,,,,10,Easy,Remote Work,Female,38,United Kingdom,Masters,Black or African American
516,Other,Yes,66-85,Other,Python,6,6,7,7,6,7,Easy,Good Culture,Female,30,United States,Masters,Asian or Asian American
517,Data Analyst,Yes,41-65,Tech,Python,3,3,5,4,4,4,Both,Better Salary,Male,48,United States,Bachelors,White or Caucasian
518,Data Analyst,Yes,66-85,Finance,SQL,5,8,5,5,5,4,Easy,Remote Work,Male,32,Canada,Masters,Asian or Asian American
519,Other,Yes,41-65,Telecommunication,Python,4,5,4,5,5,6,Difficult,Good Work/Life Balance,Male,27,India,Bachelors,American Indian or Alaska Native
520,Other,No,41-65,Tech,Python,7,9,5,6,6,7,Easy,Other,Male,27,United Kingdom,Masters,White or Caucasian
521,Unemployed / Student,No,0-40,Finance,Python,8,7,6,7,8,10,Both,Remote Work,Male,24,Other,Bachelors,Black or African American
522,Data Scientist,Yes,150-225,Finance,R,9,9,9,9,8,8,Difficult,Better Salary,Male,42,United States,PhD,Asian or Asian American
523,Other,No,41-65,Tech,Python,8,6,6,8,7,8,Both,Better Salary,Male,24,United States,Bachelors,Hispanic or Latino
524,Database Developer,Yes,0-40,Tech,Python,5,9,7,7,6,9,Easy,Better Salary,Male,23,India,Bachelors,Asian or Asian American
525,Data Analyst,No,0-40,Tech,Python,7,9,8,8,4,2,Both,Better Salary,Male,26,India,Bachelors,Asian or Asian American
526,Data Analyst,No,41-65,Other,SQL,5,6,6,2,2,3,Both,Better Salary,Male,32,Other,Bachelors,Black or African American
527,Other,No,0-40,Telecommunication,Python,4,3,2,0,0,0,Both,Good Work/Life Balance,Male,35,Other,Bachelors,White or Caucasian
528,Data Analyst,Yes,106-125,Healthcare,Python,4,3,4,2,2,2,Easy,Good Work/Life Balance,Male,41,United States,High School,White or Caucasian
529,Other,No,41-65,Education,Python,4,9,8,8,6,7,Both,Better Salary,Male,25,United States,Masters,White or Caucasian
530,Data Analyst,Yes,0-40,Construction,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Female,28,United States,Masters,Asian or Asian American
531,Data Analyst,Yes,41-65,Agriculture,Python,3,6,5,5,5,6,Both,Better Salary,Male,29,United States,Bachelors,White or Caucasian
532,Unemployed / Student,No,0-40,Telecommunication,Python,8,10,6,7,8,8,Both,Better Salary,Male,19,United States,High School,White or Caucasian
533,Data Analyst,Yes,41-65,Other,Python,5,6,9,6,7,10,Both,Better Salary,Male,27,India,Bachelors,Asian or Asian American
534,Unemployed / Student,Yes,0-40,Finance,Python,8,9,9,7,8,8,Both,Better Salary,Male,25,Other,Bachelors,White or Caucasian
535,Data Analyst,Yes,41-65,Other,Python,6,10,10,10,10,8,Difficult,Better Salary,Female,26,Canada,Masters,Asian or Asian American
536,Data Analyst,Yes,0-40,Healthcare,Python,3,4,5,5,4,5,Difficult,Good Work/Life Balance,Male,25,Other,Bachelors,White or Caucasian
537,Data Analyst,Yes,0-40,Other,Python,6,6,9,9,10,10,Both,Remote Work,Male,25,Other,Bachelors,White or Caucasian
538,Data Analyst,Yes,0-40,Healthcare,R,2,3,4,3,3,5,Both,Good Work/Life Balance,Male,26,Other,Bachelors,Black or African American
539,Data Analyst,Yes,125-150,Education,Python,8,8,7,6,7,9,Both,Good Culture,Male,35,United States,Bachelors,White or Caucasian
540,Data Analyst,Yes,86-105,Other,Python,6,7,7,6,7,6,Difficult,Remote Work,Male,29,United States,Masters,Black or African American
541,Data Analyst,Yes,86-105,Tech,Python,7,6,5,4,3,6,Both,Better Salary,Female,41,United States,Associates,Hispanic or Latino
542,Unemployed / Student,No,0-40,Education,Python,0,6,4,5,2,4,Very Difficult,Remote Work,Female,22,United States,Bachelors,Hispanic or Latino
543,Data Analyst,Yes,66-85,Healthcare,Other,2,6,6,4,3,3,Difficult,Better Salary,Male,35,United States,Bachelors,Hispanic or Latino
544,Data Analyst,Yes,66-85,Finance,Python,4,3,4,4,4,6,Very Difficult,Better Salary,Male,30,Other,Bachelors,Asian or Asian American
545,Data Engineer,No,150-225,Real Estate,Python,4,6,3,2,3,3,Both,Good Culture,Male,37,Canada,Bachelors,Asian or Asian American
546,Data Analyst,Yes,66-85,Other,Python,6,7,7,5,5,9,Difficult,Better Salary,Female,28,United States,Masters,Black or African American
547,Data Analyst,No,86-105,Real Estate,Python,7,5,6,6,4,6,Both,Good Culture,Male,23,United States,High School,White or Caucasian
548,Unemployed / Student,No,0-40,Finance,Python,3,4,8,5,5,3,Both,Better Salary,Male,26,United States,High School,Asian or Asian American
549,Data Analyst,No,66-85,Other,Python,2,4,4,3,4,4,Both,Good Work/Life Balance,Male,25,Other,Bachelors,Native Hawaiian or other Pacific Islander
550,Data Analyst,No,0-40,Tech,Python,0,1,2,1,1,1,Both,Remote Work,Male,23,India,Bachelors,Asian or Asian American
551,Unemployed / Student,Yes,0-40,Other,Other,0,1,0,0,0,0,Both,Good Culture,Male,53,Other,Bachelors,Black or African American
552,Data Engineer,Yes,0-40,Tech,Python,4,6,6,3,7,9,Both,Better Salary,Female,33,Other,Bachelors,White or Caucasian
553,Unemployed / Student,Yes,0-40,Finance,R,3,5,5,4,5,6,Difficult,Better Salary,Male,39,Other,High School,Black or African American
554,Data Analyst,Yes,0-40,Healthcare,Other,6,7,5,7,7,9,Difficult,Better Salary,Female,22,United Kingdom,Bachelors,White or Caucasian
555,Data Analyst,No,41-65,Finance,Python,4,7,7,7,5,5,Easy,Better Salary,Male,24,Other,Bachelors,White or Caucasian
556,Data Architect,No,86-105,Other,Python,5,1,3,1,4,5,Difficult,Good Work/Life Balance,Male,31,Canada,High School,White or Caucasian
557,Data Analyst,Yes,0-40,Other,Python,0,0,0,0,0,0,Very Difficult,Better Salary,Male,25,Other,Bachelors,Asian or Asian American
558,Unemployed / Student,No,0-40,Tech,R,4,7,7,6,6,6,Both,Better Salary,Male,25,India,Bachelors,Asian or Asian American
559,Data Analyst,No,0-40,Tech,Python,3,4,4,4,2,0,Both,Good Work/Life Balance,Male,23,India,Bachelors,Asian or Asian American
560,Other,Yes,41-65,Other,SQL,6,7,7,7,7,6,Both,Other,Male,23,India,Bachelors,Asian or Asian American
561,Data Analyst,No,86-105,Healthcare,Python,8,9,8,8,8,9,Difficult,Better Salary,Male,40,United States,High School,White or Caucasian
562,Data Analyst,No,41-65,Other,C/C++,5,6,6,2,0,4,Both,Better Salary,Male,29,United States,Bachelors,Hispanic or Latino
563,Data Analyst,Yes,0-40,Tech,Python,1,7,5,5,4,4,Difficult,Better Salary,Male,28,India,Bachelors,Asian or Asian American
564,Data Analyst,Yes,0-40,Healthcare,R,3,6,6,4,6,3,Very Easy,Better Salary,Female,28,United Kingdom,Masters,Black or African American
565,Unemployed / Student,Yes,0-40,Telecommunication,Python,0,3,3,4,5,5,Difficult,Good Work/Life Balance,Female,26,India,Masters,Asian or Asian American
566,Data Engineer,No,41-65,Construction,Python,6,8,8,5,5,5,Both,Better Salary,Male,30,Other,Masters,White or Caucasian
567,Data Analyst,Yes,66-85,Education,SQL,5,9,7,9,8,9,Both,Better Salary,Male,27,Other,Bachelors,Asian or Asian American
568,Data Analyst,Yes,0-40,Other,Other,2,0,5,3,0,3,Very Difficult,Remote Work,Male,28,Other,Bachelors,Black or African American
569,Data Analyst,No,66-85,Education,Python,3,3,5,3,3,4,Both,Good Work/Life Balance,Female,38,Other,Masters,Black or African American
570,Data Analyst,No,0-40,Finance,Python,2,6,5,5,6,6,Easy,Good Culture,Male,22,Other,Bachelors,White or Caucasian
571,Data Analyst,Yes,86-105,Other,Python,7,8,9,9,9,9,Difficult,Better Salary,Male,34,United States,Bachelors,Hispanic or Latino
572,Data Analyst,No,0-40,Tech,Python,3,8,8,5,7,9,Easy,Better Salary,Male,26,Other,Bachelors,Asian or Asian American
573,Data Analyst,Yes,66-85,Tech,Python,5,9,7,7,8,9,Both,Better Salary,Female,26,Canada,Bachelors,Asian or Asian American
574,Data Engineer,No,66-85,Education,Python,10,10,10,9,9,10,Difficult,Remote Work,Male,25,Other,Bachelors,White or Caucasian
575,Data Scientist,Yes,125-150,Tech,Python,5,3,7,4,5,3,Easy,Other,Male,34,United States,Bachelors,Black or African American
576,Other,Yes,41-65,Finance,Other,7,10,10,10,4,5,Both,Good Work/Life Balance,Female,32,Other,Bachelors,Hispanic or Latino
577,Unemployed / Student,No,0-40,Construction,R,2,2,2,2,2,2,Difficult,Better Salary,Male,24,United States,Associates,Black or African American
578,Data Engineer,Yes,0-40,Tech,Python,7,3,3,2,5,9,Difficult,Better Salary,Male,26,Other,Bachelors,Hispanic or Latino
579,Data Analyst,Yes,41-65,Telecommunication,SQL,4,7,5,6,4,6,Difficult,Better Salary,Female,32,Other,Masters,Black or African American
580,Data Scientist,No,41-65,Tech,R,5,1,7,1,1,2,Both,Good Work/Life Balance,Male,40,Other,Masters,White or Caucasian
581,Data Analyst,No,0-40,Other,Python,0,7,1,6,0,0,Easy,Better Salary,Male,27,United States,Bachelors,Black or African American
582,Data Analyst,Yes,66-85,Tech,R,4,3,6,7,4,7,Easy,Better Salary,Male,28,United States,Masters,Black or African American
583,Data Analyst,Yes,0-40,Other,Python,1,9,5,5,1,1,Difficult,Better Salary,Male,30,Other,Bachelors,Black or African American
584,Data Analyst,Yes,0-40,Other,Python,0,6,5,5,5,6,Difficult,Remote Work,Male,37,United States,Bachelors,White or Caucasian
585,Other,No,41-65,Tech,JavaScript,7,7,5,5,0,0,Difficult,Good Culture,Male,32,Other,Bachelors,Asian or Asian American
586,Data Analyst,Yes,41-65,Tech,Python,9,7,10,10,5,8,Both,Better Salary,Male,24,Other,Bachelors,Asian or Asian American
587,Data Analyst,Yes,0-40,Tech,Python,6,7,7,7,5,6,Both,Better Salary,Male,39,Other,Associates,White or Caucasian
588,Data Analyst,Yes,125-150,Finance,Python,6,8,7,4,4,2,Easy,Other,Male,34,Other,Bachelors,Asian or Asian American
589,Data Analyst,No,41-65,Other,Python,5,6,10,7,3,3,Both,Remote Work,Male,27,United States,Bachelors,Black or African American
590,Data Analyst,Yes,66-85,Healthcare,SQL,7,7,4,7,7,7,Difficult,Better Salary,Male,54,United States,High School,White or Caucasian
591,Unemployed / Student,No,0-40,Tech,Python,0,,,,,,Difficult,Remote Work,Female,20,India,Bachelors,Asian or Asian American
592,Unemployed / Student,Yes,0-40,Finance,SQL,3,3,3,3,3,3,Both,Good Work/Life Balance,Male,25,India,Masters,Asian or Asian American
593,Unemployed / Student,No,0-40,Tech,Python,7,7,2,2,7,9,Easy,Good Work/Life Balance,Male,33,India,Bachelors,Asian or Asian American
594,Data Analyst,Yes,41-65,Tech,Python,4,8,8,8,10,10,Very Easy,Remote Work,Male,30,United Kingdom,Masters,White or Caucasian
595,Unemployed / Student,Yes,0-40,Tech,Python,0,4,2,0,1,3,Both,Better Salary,Male,31,Other,High School,Black or African American
596,Unemployed / Student,Yes,0-40,Other,Python,5,6,5,6,2,1,Difficult,Remote Work,Male,22,Other,Masters,Asian or Asian American
597,Data Analyst,Yes,66-85,Tech,R,8,10,10,10,8,9,Both,Remote Work,Female,38,United States,Bachelors,Black or African American
598,Data Analyst,No,0-40,Other,Python,6,9,7,7,5,8,Both,Good Work/Life Balance,Male,22,Other,Bachelors,Asian or Asian American
599,Data Scientist,Yes,0-40,Real Estate,Python,2,3,4,5,3,6,Very Easy,Better Salary,Male,33,India,Bachelors,Asian or Asian American
600,Data Analyst,Yes,41-65,Tech,Python,3,6,6,6,5,5,Both,Better Salary,Male,27,Canada,Bachelors,White or Caucasian
601,Data Analyst,No,0-40,Tech,R,0,6,3,0,0,10,Both,Remote Work,Male,19,Other,Bachelors,White or Caucasian
602,Other,No,0-40,Other,Python,1,6,2,5,1,0,Both,Better Salary,Male,24,India,Bachelors,Asian or Asian American
603,Other,No,150-225,Finance,Other,8,10,9,10,8,10,Very Easy,Good Culture,Female,58,United States,Masters,White or Caucasian
604,Data Analyst,No,0-40,Tech,Python,2,2,5,6,6,3,Both,Good Work/Life Balance,Male,22,Other,Bachelors,Black or African American
605,Data Analyst,No,86-105,Tech,Python,4,4,4,4,3,4,Both,Better Salary,Male,26,Other,Masters,Asian or Asian American
606,Other,No,41-65,Tech,Other,4,5,4,5,5,3,Easy,Good Culture,Female,31,United Kingdom,Bachelors,White or Caucasian
607,Data Analyst,No,41-65,Agriculture,Python,2,2,4,5,1,1,Both,Better Salary,Male,23,United States,High School,Hispanic or Latino
608,Data Analyst,No,86-105,Healthcare,Python,7,10,10,10,7,8,Both,Remote Work,Female,31,United States,Masters,Asian or Asian American
609,Unemployed / Student,No,66-85,Construction,Other,5,5,7,7,9,10,Difficult,Better Salary,Female,24,United States,Bachelors,Asian or Asian American
610,Other,Yes,41-65,Finance,Python,8,10,10,10,10,10,Both,Better Salary,Male,29,Other,Bachelors,Hispanic or Latino
611,Unemployed / Student,Yes,0-40,Education,Python,7,8,9,8,9,10,Difficult,Good Work/Life Balance,Male,26,Other,Bachelors,Asian or Asian American
612,Unemployed / Student,Yes,0-40,Other,Python,3,9,9,9,9,9,Both,Better Salary,Male,20,India,High School,Asian or Asian American
613,Data Analyst,Yes,0-40,Education,Python,0,2,3,2,4,2,Both,Better Salary,Male,23,India,Bachelors,Asian or Asian American
614,Data Analyst,No,106-125,Tech,Python,8,8,9,8,7,7,Both,Good Work/Life Balance,Male,33,United States,Masters,White or Caucasian
